UserId,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore,score,tier
319452.0,3524,14,737.28,4,4,4,444,12,Bronze
319473.0,3603,50,2698.5,4,3,3,433,10,Bronze
319494.0,3286,220,13790.52,1,1,1,111,3,Gold
319515.0,3329,86,5106.059999999999,2,2,3,223,7,Silver
319536.0,3372,4,800.6399999999999,3,4,4,344,11,Bronze
319578.0,3295,332,47799.299999999996,1,1,1,111,3,Gold
319599.0,3461,18,2533.2000000000003,4,4,3,443,11,Bronze
319620.0,3336,238,14602.02,3,1,1,311,5,Silver
319641.0,3651,22,946.1399999999999,4,4,4,444,12,Bronze
319662.0,3603,10,4862.4,4,4,3,443,11,Bronze
319683.0,3510,64,3769.92,4,3,3,433,10,Bronze
319704.0,3643,32,2576.16,4,4,3,443,11,Bronze
319725.0,3519,46,3395.6400000000003,4,3,3,433,10,Bronze
319746.0,3595,16,1280.4,4,4,4,444,12,Bronze
319767.0,3321,116,10122.96,2,2,2,222,6,Silver
319788.0,3351,252,28012.14,3,1,1,311,5,Silver
319830.0,3524,46,3562.2000000000003,4,3,3,433,10,Bronze
319872.0,3398,62,5096.04,3,3,3,333,9,Bronze
319914.0,3561,28,1639.4399999999998,4,4,4,444,12,Bronze
319935.0,3502,286,18647.579999999998,4,1,1,411,6,Silver
319956.0,3583,30,2664.2400000000002,4,4,3,443,11,Bronze
319977.0,3286,198,11726.399999999998,1,2,2,122,5,Silver
319998.0,3314,104,8769.0,2,2,2,222,6,Silver
320019.0,3295,104,6346.86,1,2,2,122,5,Silver
320040.0,3329,166,13993.38,2,2,1,221,5,Silver
320061.0,3351,222,14433.119999999999,3,1,1,311,5,Silver
320103.0,3359,44,2629.2,3,3,3,333,9,Bronze
320124.0,3350,68,5239.799999999999,3,3,3,333,9,Bronze
320145.0,3419,178,20880.12,3,2,1,321,6,Silver
320166.0,3523,66,4263.839999999999,4,3,3,433,10,Bronze
320187.0,3407,12,2950.56,3,4,3,343,10,Bronze
320229.0,3316,716,55233.659999999996,2,1,1,211,4,Gold
320271.0,3294,242,85710.54000000001,1,1,1,111,3,Gold
320292.0,3321,88,6145.92,2,2,2,222,6,Silver
320313.0,3301,110,7602.0599999999995,1,2,2,122,5,Silver
320334.0,3412,36,2491.56,3,3,3,333,9,Bronze
320355.0,3351,94,7389.84,3,2,2,322,7,Silver
320376.0,3433,12,816.48,4,4,4,444,12,Bronze
320397.0,3566,16,1923.84,4,4,4,444,12,Bronze
320418.0,3453,68,5164.860000000001,4,3,3,433,10,Bronze
320460.0,3385,156,14773.8,3,2,1,321,6,Silver
320481.0,3420,38,2118.7200000000003,3,3,4,334,10,Bronze
320502.0,3608,20,1484.3999999999996,4,4,4,444,12,Bronze
320523.0,3391,24,1298.2199999999998,3,4,4,344,11,Bronze
320544.0,3349,46,3268.56,3,3,3,333,9,Bronze
320565.0,3436,164,12492.84,4,2,2,422,8,Silver
320586.0,3623,12,988.68,4,4,4,444,12,Bronze
320607.0,3307,22,14247.840000000002,2,4,1,241,7,Silver
320649.0,3308,4,3386.16,2,4,3,243,9,Bronze
320670.0,3300,96,19088.879999999997,1,2,1,121,4,Gold
320691.0,3292,550,20619.12,1,1,1,111,3,Gold
320712.0,3342,126,5986.860000000001,3,2,2,322,7,Silver
320754.0,3289,94,5958.719999999999,1,2,2,122,5,Silver
320775.0,3316,84,5058.360000000001,2,3,3,233,8,Silver
320796.0,3351,104,1122.42,3,2,4,324,9,Bronze
320817.0,3331,24,2124.8399999999997,2,4,4,244,10,Bronze
320859.0,3639,42,2301.1200000000003,4,3,4,434,11,Bronze
320880.0,3457,32,940.5,4,4,4,444,12,Bronze
320901.0,3343,300,18581.64,3,1,1,311,5,Silver
321006.0,3334,6,1993.5,2,4,4,244,10,Bronze
321027.0,3307,42,4026.7799999999997,2,3,3,233,8,Silver
321048.0,3328,176,19120.800000000003,2,2,1,221,5,Silver
321069.0,3314,118,7767.359999999998,2,2,2,222,6,Silver
321090.0,3289,424,64754.22,1,1,1,111,3,Gold
321111.0,3310,218,38142.96000000001,2,1,1,211,4,Gold
321132.0,3486,50,1500.3600000000001,4,3,4,434,11,Bronze
321216.0,3329,400,29952.84,2,1,1,211,4,Gold
321237.0,3295,82,5270.34,1,3,3,133,7,Silver
321258.0,3287,388,31324.92,1,1,1,111,3,Gold
321279.0,3352,24,31405.92,3,4,1,341,8,Silver
321300.0,3349,56,4120.199999999999,3,3,3,333,9,Bronze
321321.0,3335,494,41713.86,3,1,1,311,5,Silver
321363.0,3575,62,4761.959999999999,4,3,3,433,10,Bronze
321384.0,3345,52,5637.3,3,3,2,332,8,Silver
321426.0,3349,116,9741.48,3,2,2,322,7,Silver
321447.0,3380,24,1701.54,3,4,4,344,11,Bronze
321468.0,3555,42,2510.22,4,3,3,433,10,Bronze
321531.0,3285,4982,493483.2,1,1,1,111,3,Gold
321552.0,3360,96,7640.34,3,2,2,322,7,Silver
321573.0,3395,2,432.0,3,4,4,344,11,Bronze
321594.0,3484,48,2726.16,4,3,3,433,10,Bronze
321615.0,3349,76,4589.999999999998,3,3,3,333,9,Bronze
321636.0,3611,2,1367.9999999999998,4,4,4,444,12,Bronze
321678.0,3288,66,2605.2000000000003,1,3,3,133,7,Silver
321699.0,3568,32,1695.48,4,4,4,444,12,Bronze
321720.0,3329,72,2228.34,2,3,4,234,9,Bronze
321741.0,3334,212,21983.4,2,1,1,211,4,Gold
321762.0,3349,98,5005.919999999999,3,2,3,323,8,Silver
321825.0,3388,98,1346.88,3,2,4,324,9,Bronze
321846.0,3618,58,2585.76,4,3,3,433,10,Bronze
321867.0,3337,20,1733.16,3,4,4,344,11,Bronze
321909.0,3320,124,8339.22,2,2,2,222,6,Silver
321930.0,3317,26,5959.68,2,4,2,242,8,Silver
321972.0,3651,70,13768.679999999997,4,3,1,431,8,Silver
321993.0,3493,32,8523.839999999998,4,4,2,442,10,Bronze
322014.0,3441,198,2919.66,4,2,3,423,9,Bronze
322035.0,3338,72,1443.06,3,3,4,334,10,Bronze
322119.0,3351,176,4628.76,3,2,3,323,8,Silver
322161.0,3365,34,16765.920000000002,3,4,1,341,8,Silver
322182.0,3401,52,3250.1400000000003,3,3,3,333,9,Bronze
322203.0,3372,42,3021.1200000000003,3,3,3,333,9,Bronze
322224.0,3285,64,3950.7599999999998,1,3,3,133,7,Silver
322245.0,3320,46,3047.9400000000005,2,3,3,233,8,Silver
322266.0,3617,34,2094.0,4,4,4,444,12,Bronze
322287.0,3651,10,1673.0400000000002,4,4,4,444,12,Bronze
322308.0,3357,18,1310.4,3,4,4,344,11,Bronze
322329.0,3443,144,3931.9799999999996,4,2,3,423,9,Bronze
322350.0,3658,10,958.3199999999999,4,4,4,444,12,Bronze
322371.0,3297,466,15441.36,1,1,1,111,3,Gold
322413.0,0,126,6442.86,1,2,2,122,5,Silver
322455.0,3314,28,2296.38,2,4,4,244,10,Bronze
322476.0,3316,1038,22960.019999999997,2,1,1,211,4,Gold
322518.0,3289,1122,68353.92000000001,1,1,1,111,3,Gold
322560.0,3324,26,3551.28,2,4,3,243,9,Bronze
322581.0,3646,14,3480.4799999999996,4,4,3,443,11,Bronze
322623.0,3526,34,2637.8399999999997,4,4,3,443,11,Bronze
322644.0,3380,58,7573.680000000001,3,3,2,332,8,Silver
322665.0,3310,302,11036.52,2,1,2,212,5,Silver
322686.0,3360,88,4996.08,3,2,3,323,8,Silver
322707.0,3342,192,15494.94,3,2,1,321,6,Silver
322728.0,3306,8,3710.76,2,4,3,243,9,Bronze
322749.0,3429,2,-13185.84,4,4,4,444,12,Bronze
322770.0,3325,190,19573.32,2,2,1,221,5,Silver
322812.0,3422,54,16684.8,3,3,1,331,7,Silver
322833.0,3293,274,18342.72,1,1,1,111,3,Gold
322854.0,3413,6,1395.72,3,4,4,344,11,Bronze
322896.0,3325,234,10232.94,2,1,2,212,5,Silver
322959.0,3454,392,30146.879999999997,4,1,1,411,6,Silver
322980.0,3293,74,13941.0,1,3,1,131,5,Silver
323001.0,3498,16,4949.28,4,4,3,443,11,Bronze
323022.0,3299,612,49208.219999999994,1,1,1,111,3,Gold
323064.0,3454,86,5275.2,4,2,3,423,9,Bronze
323085.0,3325,24,2630.64,2,4,3,243,9,Bronze
323106.0,3471,62,3271.560000000001,4,3,3,433,10,Bronze
323148.0,3555,20,1166.88,4,4,4,444,12,Bronze
323169.0,3457,2,4152.0,4,4,3,443,11,Bronze
323232.0,3289,170,12587.16,1,2,2,122,5,Silver
323253.0,3301,24,1923.36,1,4,4,144,9,Bronze
323274.0,3294,170,18122.64,1,2,1,121,4,Gold
323295.0,3610,14,890.3999999999999,4,4,4,444,12,Bronze
323316.0,3397,28,2388.96,3,4,4,344,11,Bronze
323337.0,3574,12,779.1599999999997,4,4,4,444,12,Bronze
323358.0,3301,148,11112.96,1,2,2,122,5,Silver
323379.0,3286,100,6769.919999999999,1,2,2,122,5,Silver
323400.0,3377,26,5532.0,3,4,2,342,9,Bronze
323442.0,3433,84,5197.74,4,3,3,433,10,Bronze
323505.0,3474,16,2895.6000000000004,4,4,3,443,11,Bronze
323526.0,3303,116,3540.2999999999997,2,2,3,223,7,Silver
323547.0,3318,306,8761.92,2,1,2,212,5,Silver
323568.0,3549,68,2216.4,4,3,4,434,11,Bronze
323610.0,3369,244,28605.54,3,1,1,311,5,Silver
323631.0,3311,200,11166.3,2,2,2,222,6,Silver
323652.0,3456,20,1578.6000000000001,4,4,4,444,12,Bronze
323694.0,3294,78,6428.579999999999,1,3,2,132,6,Silver
323715.0,3598,96,4754.879999999999,4,2,3,423,9,Bronze
323736.0,3349,386,32971.86,3,1,1,311,5,Silver
323757.0,3370,56,4223.5199999999995,3,3,3,333,9,Bronze
323799.0,3309,16,1128.48,2,4,4,244,10,Bronze
323841.0,3343,106,7888.5599999999995,3,2,2,322,7,Silver
323862.0,3608,12,810.2400000000001,4,4,4,444,12,Bronze
323883.0,3323,4,362.1,2,4,4,244,10,Bronze
323904.0,3539,34,3182.1600000000003,4,4,3,443,11,Bronze
323946.0,3304,600,11861.880000000001,2,1,2,212,5,Silver
323967.0,3318,612,12309.42,2,1,2,212,5,Silver
323988.0,3300,12,779.76,1,4,4,144,9,Bronze
324009.0,3311,166,3031.7999999999997,2,2,3,223,7,Silver
324072.0,3308,20,1419.2400000000002,2,4,4,244,10,Bronze
324093.0,3364,106,3475.5599999999995,3,2,3,323,8,Silver
324114.0,3293,118,8271.36,1,2,2,122,5,Silver
324135.0,3307,58,1237.9199999999998,2,3,4,234,9,Bronze
324156.0,3297,658,9310.92,1,1,2,112,4,Gold
324177.0,3547,90,1659.7800000000002,4,2,4,424,10,Bronze
324198.0,3416,50,1298.9399999999998,3,3,4,334,10,Bronze
324240.0,3339,124,3183.2999999999997,3,2,3,323,8,Silver
324282.0,3533,4,4924.8,4,4,3,443,11,Bronze
324303.0,3286,770,26648.04,1,1,1,111,3,Gold
324324.0,3294,438,11769.78,1,1,2,112,4,Gold
324345.0,3549,10,942.0,4,4,4,444,12,Bronze
324387.0,3615,18,1287.24,4,4,4,444,12,Bronze
324408.0,3597,56,4104.24,4,3,3,433,10,Bronze
324429.0,3311,124,8062.08,2,2,2,222,6,Silver
324450.0,3315,60,3573.72,2,3,3,233,8,Silver
324492.0,3314,116,4467.839999999999,2,2,3,223,7,Silver
324513.0,3286,572,11526.66,1,1,2,112,4,Gold
324534.0,3647,50,1485.72,4,3,4,434,11,Bronze
324576.0,3568,120,3709.5,4,2,3,423,9,Bronze
324597.0,3547,116,1966.9199999999998,4,2,4,424,10,Bronze
324618.0,3310,14,1342.08,2,4,4,244,10,Bronze
324660.0,3639,116,1799.04,4,2,4,424,10,Bronze
324702.0,3379,22,1947.36,3,4,4,344,11,Bronze
324723.0,3314,14,1048.3200000000002,2,4,4,244,10,Bronze
324744.0,3623,314,8696.64,4,1,2,412,7,Silver
324765.0,3304,208,57544.74,2,1,1,211,4,Gold
324786.0,3370,114,2776.7999999999997,3,2,3,323,8,Silver
324807.0,3294,106,4248.18,1,2,3,123,6,Silver
324828.0,3320,58,3634.2000000000003,2,3,3,233,8,Silver
324849.0,3328,54,4182.839999999999,2,3,3,233,8,Silver
324891.0,3287,154,3894.96,1,2,3,123,6,Silver
324912.0,3398,152,3084.0,3,2,3,323,8,Silver
324933.0,3299,28,12136.32,1,4,2,142,7,Silver
324975.0,3362,58,3770.28,3,3,3,333,9,Bronze
325038.0,3325,92,11955.06,2,2,2,222,6,Silver
325080.0,3401,90,7506.48,3,2,2,322,7,Silver
325122.0,3300,254,54466.740000000005,1,1,1,111,3,Gold
325143.0,3446,176,1946.6399999999999,4,2,4,424,10,Bronze
325164.0,3286,378,29564.64,1,1,1,111,3,Gold
325185.0,3315,172,21340.08,2,2,1,221,5,Silver
325248.0,3377,4,759.24,3,4,4,344,11,Bronze
325269.0,3307,110,9041.34,2,2,2,222,6,Silver
325311.0,3380,310,25642.14,3,1,1,311,5,Silver
325332.0,3313,70,5473.08,2,3,2,232,7,Silver
325353.0,3317,598,16309.98,2,1,1,211,4,Gold
325374.0,3306,250,10789.559999999998,2,1,2,212,5,Silver
325437.0,3302,32,10450.2,2,4,2,242,8,Silver
325458.0,0,1046,102852.42000000001,1,1,1,111,3,Gold
325500.0,3293,136,9384.239999999998,1,2,2,122,5,Silver
325542.0,3300,504,45994.98,1,1,1,111,3,Gold
325563.0,3647,140,1219.98,4,2,4,424,10,Bronze
325584.0,3366,26,438.12,3,4,4,344,11,Bronze
325605.0,3337,198,29036.52,3,2,1,321,6,Silver
325626.0,3307,328,8127.42,2,1,2,212,5,Silver
325647.0,3456,92,4081.8,4,2,3,423,9,Bronze
325668.0,3474,184,8300.7,4,2,2,422,8,Silver
325710.0,3615,2,2070.0,4,4,4,444,12,Bronze
325731.0,3296,320,7537.5,1,1,2,112,4,Gold
325752.0,3440,14,1003.92,4,4,4,444,12,Bronze
325773.0,3316,628,120367.01999999999,2,1,1,211,4,Gold
325794.0,3297,436,24593.94,1,1,1,111,3,Gold
325836.0,3329,30,517.8,2,4,4,244,10,Bronze
325857.0,3518,54,2216.46,4,3,4,434,11,Bronze
325878.0,3349,440,15863.82,3,1,1,311,5,Silver
325920.0,3286,36,2855.5200000000004,1,3,3,133,7,Silver
325941.0,3321,400,21353.94,2,1,1,211,4,Gold
325962.0,3317,114,3309.8999999999996,2,2,3,223,7,Silver
325983.0,3369,20,3414.5399999999995,3,4,3,343,10,Bronze
326004.0,3309,2,3643.2000000000003,2,4,3,243,9,Bronze
326025.0,3287,360,6728.88,1,1,2,112,4,Gold
326046.0,3318,8,1230.12,2,4,4,244,10,Bronze
326067.0,3303,332,19477.260000000002,2,1,1,211,4,Gold
326088.0,3539,52,1903.6799999999996,4,3,4,434,11,Bronze
326109.0,3307,1348,32924.759999999995,2,1,1,211,4,Gold
326130.0,3306,216,12466.380000000001,2,1,2,212,5,Silver
326151.0,3293,456,16655.28,1,1,1,111,3,Gold
326172.0,3310,526,12577.8,2,1,2,212,5,Silver
326193.0,3304,172,6192.0,2,2,2,222,6,Silver
326235.0,3458,156,3812.46,4,2,3,423,9,Bronze
326277.0,3448,48,919.56,4,3,4,434,11,Bronze
326319.0,3292,82,4469.94,1,3,3,133,7,Silver
326340.0,3296,30,1770.3600000000001,1,4,4,144,9,Bronze
326361.0,3399,58,706.2,3,3,4,334,10,Bronze
326403.0,3573,56,1062.54,4,3,4,434,11,Bronze
326424.0,3293,522,29392.32,1,1,1,111,3,Gold
326445.0,3339,162,2427.7199999999993,3,2,4,324,9,Bronze
326487.0,3292,1404,41121.78,1,1,1,111,3,Gold
326529.0,3362,232,13731.720000000001,3,1,1,311,5,Silver
326550.0,3289,122,4773.96,1,2,3,123,6,Silver
326571.0,3321,58,3618.42,2,3,3,233,8,Silver
326592.0,3502,34,748.5,4,4,4,444,12,Bronze
326613.0,3345,112,3628.5,3,2,3,323,8,Silver
326634.0,3562,28,1800.84,4,4,4,444,12,Bronze
326655.0,3297,1850,39494.22,1,1,1,111,3,Gold
326676.0,3309,62,2324.04,2,3,4,234,9,Bronze
326697.0,3313,40,3930.42,2,3,3,233,8,Silver
326781.0,3296,62,5992.319999999999,1,3,2,132,6,Silver
326802.0,3636,2,1116.1799999999998,4,4,4,444,12,Bronze
326823.0,3293,234,10962.06,1,1,2,112,4,Gold
326865.0,3335,16,1435.32,3,4,4,344,11,Bronze
326907.0,3303,14,1546.9199999999998,2,4,4,244,10,Bronze
326928.0,3287,106,6285.36,1,2,2,122,5,Silver
326949.0,3388,62,11405.76,3,3,2,332,8,Silver
326970.0,3292,660,34099.14,1,1,1,111,3,Gold
326991.0,3296,114,5394.9,1,2,2,122,5,Silver
327012.0,3289,430,21175.260000000002,1,1,1,111,3,Gold
327033.0,3316,208,5040.779999999999,2,1,3,213,6,Silver
327054.0,3462,336,5823.36,4,1,2,412,7,Silver
327096.0,3322,90,7802.16,2,2,2,222,6,Silver
327117.0,3436,78,2145.84,4,3,4,434,11,Bronze
327138.0,3447,26,1054.0800000000002,4,4,4,444,12,Bronze
327159.0,3353,102,2890.080000000001,3,2,3,323,8,Silver
327201.0,3405,302,28410.72,3,1,1,311,5,Silver
327222.0,3309,88,5666.4,2,2,2,222,6,Silver
327264.0,3308,250,5994.960000000001,2,1,2,212,5,Silver
327285.0,3461,62,3779.28,4,3,3,433,10,Bronze
327327.0,3335,18,7568.64,3,4,2,342,9,Bronze
327369.0,3537,60,3788.2799999999997,4,3,3,433,10,Bronze
327390.0,3574,2,-250.02,4,4,4,444,12,Bronze
327432.0,3331,48,3229.56,2,3,3,233,8,Silver
327453.0,3355,10,1656.72,3,4,4,344,11,Bronze
327474.0,3300,208,14664.54,1,1,1,111,3,Gold
327516.0,3385,168,11139.96,3,2,2,322,7,Silver
327537.0,3314,46,2623.3199999999997,2,3,3,233,8,Silver
327558.0,3320,32,1958.7599999999998,2,4,4,244,10,Bronze
327579.0,3311,104,6323.76,2,2,2,222,6,Silver
327621.0,3296,828,55966.979999999996,1,1,1,111,3,Gold
327642.0,3293,108,8997.06,1,2,2,122,5,Silver
327663.0,3363,4,406.08000000000004,3,4,4,344,11,Bronze
327684.0,3337,34,1796.3999999999999,3,4,4,344,11,Bronze
327705.0,3321,134,9935.759999999998,2,2,2,222,6,Silver
327726.0,3342,182,20083.199999999997,3,2,1,321,6,Silver
327747.0,3621,26,876.12,4,4,4,444,12,Bronze
327768.0,3313,120,9073.439999999999,2,2,2,222,6,Silver
327789.0,3467,36,2240.8799999999997,4,3,4,434,11,Bronze
327810.0,3336,12,933.7199999999999,3,4,4,344,11,Bronze
327831.0,3294,90,13008.6,1,2,2,122,5,Silver
327852.0,3321,12,1618.3799999999999,2,4,4,244,10,Bronze
327915.0,3295,858,85965.72,1,1,1,111,3,Gold
327978.0,3317,98,6198.3,2,2,2,222,6,Silver
327999.0,3295,6,2791.4399999999996,1,4,3,143,8,Silver
328020.0,3335,208,12648.54,3,1,2,312,6,Silver
328041.0,3289,36,9608.52,1,3,2,132,6,Silver
328062.0,3288,428,26754.179999999997,1,1,1,111,3,Gold
328083.0,3426,38,2496.24,4,3,3,433,10,Bronze
328104.0,3401,68,4883.039999999998,3,3,3,333,9,Bronze
328125.0,3385,136,12493.8,3,2,2,322,7,Silver
328146.0,3359,98,5612.52,3,2,2,322,7,Silver
328188.0,3289,314,23789.04,1,1,1,111,3,Gold
328230.0,3330,122,9802.56,2,2,2,222,6,Silver
328272.0,3300,354,26119.859999999997,1,1,1,111,3,Gold
328314.0,3302,30,2020.2000000000003,2,4,4,244,10,Bronze
328356.0,3374,50,6012.719999999999,3,3,2,332,8,Silver
328377.0,3337,30,1855.3199999999997,3,4,4,344,11,Bronze
328398.0,3586,4,-779.76,4,4,4,444,12,Bronze
328419.0,3419,50,3523.5599999999995,3,3,3,333,9,Bronze
328440.0,3289,990,103157.52,1,1,1,111,3,Gold
328461.0,3390,238,15674.279999999999,3,1,1,311,5,Silver
328503.0,3464,72,5366.52,4,3,3,433,10,Bronze
328524.0,3451,476,6746.88,4,1,2,412,7,Silver
328545.0,3303,104,5073.900000000001,2,2,3,223,7,Silver
328566.0,3442,72,3526.08,4,3,3,433,10,Bronze
328608.0,3489,56,4977.12,4,3,3,433,10,Bronze
328629.0,0,4,6762.24,1,4,2,142,7,Silver
328671.0,3321,64,5362.92,2,3,3,233,8,Silver
328692.0,3376,42,2800.98,3,3,3,333,9,Bronze
328713.0,3377,12,7311.5999999999985,3,4,2,342,9,Bronze
328734.0,3294,42,7652.400000000001,1,3,2,132,6,Silver
328755.0,3518,74,4244.279999999999,4,3,3,433,10,Bronze
328776.0,3330,94,6210.06,2,2,2,222,6,Silver
328797.0,3307,2,249.12,2,4,4,244,10,Bronze
328818.0,3475,112,7948.5599999999995,4,2,2,422,8,Silver
328839.0,3328,22,2541.2400000000002,2,4,3,243,9,Bronze
328860.0,3310,188,12882.299999999997,2,2,2,222,6,Silver
328881.0,3602,10,2576.16,4,4,3,443,11,Bronze
328923.0,3391,18,1146.48,3,4,4,344,11,Bronze
328944.0,3335,38,2975.34,3,3,3,333,9,Bronze
328965.0,3453,232,18613.32,4,1,1,411,6,Silver
329007.0,3324,26,2501.2799999999997,2,4,3,243,9,Bronze
329028.0,3502,2,635.04,4,4,4,444,12,Bronze
329049.0,3325,70,5625.420000000001,2,3,2,232,7,Silver
329070.0,3581,24,1436.52,4,4,4,444,12,Bronze
329091.0,3303,162,21877.32,2,2,1,221,5,Silver
329133.0,3373,310,23898.96,3,1,1,311,5,Silver
329154.0,3358,270,14482.32,3,1,1,311,5,Silver
329175.0,3366,42,2701.2,3,3,3,333,9,Bronze
329196.0,3294,432,27597.06,1,1,1,111,3,Gold
329217.0,3334,66,5451.78,2,3,2,232,7,Silver
329238.0,3337,24,2929.68,3,4,3,343,10,Bronze
329259.0,3309,220,6499.139999999999,2,1,2,212,5,Silver
329280.0,3294,156,11067.239999999998,1,2,2,122,5,Silver
329301.0,3303,134,7854.84,2,2,2,222,6,Silver
329343.0,3402,20,1609.68,3,4,4,344,11,Bronze
329427.0,3293,336,24729.48,1,1,1,111,3,Gold
329469.0,3404,18,2106.24,3,4,4,344,11,Bronze
329490.0,3289,38,1999.4400000000003,1,3,4,134,8,Silver
329511.0,3537,4,1134.0,4,4,4,444,12,Bronze
329532.0,3313,24,1587.6,2,4,4,244,10,Bronze
329574.0,3285,158,53234.51999999999,1,2,1,121,4,Gold
329595.0,3551,44,3403.6799999999994,4,3,3,433,10,Bronze
329616.0,3318,354,21930.6,2,1,1,211,4,Gold
329679.0,3302,36,2568.1200000000003,2,3,3,233,8,Silver
329700.0,3457,178,5511.0599999999995,4,2,2,422,8,Silver
329721.0,3287,474,12797.7,1,1,2,112,4,Gold
329763.0,3549,10,1753.9200000000003,4,4,4,444,12,Bronze
329784.0,3425,234,19036.020000000004,3,1,1,311,5,Silver
329805.0,3486,12,1186.92,4,4,4,444,12,Bronze
329826.0,3344,118,8305.26,3,2,2,322,7,Silver
329847.0,3320,428,7842.24,2,1,2,212,5,Silver
329868.0,3325,594,27610.08,2,1,1,211,4,Gold
329889.0,3568,12,1108.74,4,4,4,444,12,Bronze
329952.0,3294,106,8895.96,1,2,2,122,5,Silver
329973.0,3428,40,2876.88,4,3,3,433,10,Bronze
329994.0,3296,70,2744.7600000000007,1,3,3,133,7,Silver
330036.0,3430,236,9290.82,4,1,2,412,7,Silver
330057.0,3519,14,1247.04,4,4,4,444,12,Bronze
330099.0,3317,1876,41861.64,2,1,1,211,4,Gold
330120.0,3309,256,4965.66,2,1,3,213,6,Silver
330141.0,3296,182,4211.76,1,2,3,123,6,Silver
330162.0,3320,144,18093.48,2,2,1,221,5,Silver
330183.0,3649,82,1684.3200000000002,4,3,4,434,11,Bronze
330204.0,3486,24,1760.6399999999999,4,4,4,444,12,Bronze
330225.0,3300,64,3445.14,1,3,3,133,7,Silver
330267.0,3301,604,42972.36,1,1,1,111,3,Gold
330288.0,3334,8,-1117.3799999999999,2,4,4,244,10,Bronze
330309.0,3483,12,514.0799999999999,4,4,4,444,12,Bronze
330330.0,3350,146,9196.68,3,2,2,322,7,Silver
330372.0,3497,28,2443.8,4,4,3,443,11,Bronze
330393.0,3567,20,1345.6799999999998,4,4,4,444,12,Bronze
330414.0,3399,52,11098.080000000002,3,3,2,332,8,Silver
330477.0,3299,162,9302.64,1,2,2,122,5,Silver
330498.0,3303,352,39743.46,2,1,1,211,4,Gold
330519.0,3351,16,3729.84,3,4,3,343,10,Bronze
330540.0,3334,18,1285.5600000000002,2,4,4,244,10,Bronze
330603.0,3301,176,6503.04,1,2,2,122,5,Silver
330624.0,3362,6,295.2,3,4,4,344,11,Bronze
330645.0,3293,130,8885.400000000001,1,2,2,122,5,Silver
330666.0,3419,58,1519.86,3,3,4,334,10,Bronze
330687.0,3297,186,8086.26,1,2,2,122,5,Silver
330708.0,3325,42,1238.22,2,3,4,234,9,Bronze
330729.0,3520,30,178584.59999999998,4,4,1,441,9,Bronze
330750.0,3287,590,20341.32,1,1,1,111,3,Gold
330792.0,3324,824,21824.04,2,1,1,211,4,Gold
330813.0,3589,2,656.64,4,4,4,444,12,Bronze
330834.0,3335,58,3779.2799999999997,3,3,3,333,9,Bronze
330855.0,3286,298,19240.68,1,1,1,111,3,Gold
330876.0,3346,384,4421.219999999999,3,1,3,313,7,Silver
330897.0,3350,90,5929.259999999999,3,2,2,322,7,Silver
330918.0,3309,18,1701.2400000000002,2,4,4,244,10,Bronze
330939.0,3503,14,2096.4,4,4,4,444,12,Bronze
331002.0,3350,74,4841.5199999999995,3,3,3,333,9,Bronze
331023.0,3316,126,8693.76,2,2,2,222,6,Silver
331044.0,3366,376,26930.46,3,1,1,311,5,Silver
331086.0,3349,22,2610.9600000000005,3,4,3,343,10,Bronze
331128.0,3400,56,4822.32,3,3,3,333,9,Bronze
331149.0,3292,294,430166.16000000003,1,1,1,111,3,Gold
331233.0,3290,20,5269.320000000001,1,4,3,143,8,Silver
331254.0,3353,50,2245.1399999999994,3,3,4,334,10,Bronze
331275.0,3530,14,870.8399999999999,4,4,4,444,12,Bronze
331296.0,3418,36,2005.6800000000003,3,3,4,334,10,Bronze
331317.0,3526,44,8465.699999999999,4,3,2,432,9,Bronze
331380.0,3468,58,3940.92,4,3,3,433,10,Bronze
331401.0,3310,42,2767.92,2,3,3,233,8,Silver
331422.0,3294,88,21506.46,1,2,1,121,4,Gold
331443.0,3295,28,2046.3600000000001,1,4,4,144,9,Bronze
331485.0,3314,174,19121.94,2,2,1,221,5,Silver
331506.0,3328,560,40118.16,2,1,1,211,4,Gold
331527.0,3311,412,7864.74,2,1,2,212,5,Silver
331569.0,3643,50,2919.36,4,3,3,433,10,Bronze
331590.0,3295,70,1831.32,1,3,4,134,8,Silver
331611.0,3328,152,13312.74,2,2,2,222,6,Silver
331653.0,3294,26,7879.68,1,4,2,142,7,Silver
331695.0,3434,84,5067.719999999999,4,3,3,433,10,Bronze
331716.0,3286,270,22108.440000000002,1,1,1,111,3,Gold
331737.0,3398,16,18296.999999999996,3,4,1,341,8,Silver
331779.0,3360,196,7347.360000000001,3,2,2,322,7,Silver
331800.0,3392,238,5800.68,3,1,2,312,6,Silver
331821.0,3331,138,8649.72,2,2,2,222,6,Silver
331842.0,3427,6,-3737.76,4,4,4,444,12,Bronze
331863.0,3336,16,3454.92,3,4,3,343,10,Bronze
331884.0,3285,548,31938.72,1,1,1,111,3,Gold
331905.0,3308,614,45232.92,2,1,1,211,4,Gold
331926.0,3331,62,6516.719999999999,2,3,2,232,7,Silver
331947.0,3335,96,7499.759999999999,3,2,2,322,7,Silver
331968.0,3591,420,30882.300000000003,4,1,1,411,6,Silver
331989.0,3320,86,3311.0400000000004,2,2,3,223,7,Silver
